ticker,date,close,volume
VIX,2026-01-28,18.62,46550883
VIX,2026-01-29,18.58,20268471
VIX,2026-01-30,19.09,29059127
VIX,2026-02-02,18.49,36827170
VIX,2026-02-03,19.17,35185615
VIX,2026-02-04,19.09,29588635
VIX,2026-02-05,18.75,20602514
VIX,2026-02-06,17.9,38448743
VIX,2026-02-09,17.61,20855223
VIX,2026-02-10,17.9,24424703
VIX,2026-02-11,18.75,30275420
VIX,2026-02-12,18.49,15672119
VIX,2026-02-13,19.04,32466699
VIX,2026-02-23,19.21,49081205
VIX,2026-02-24,19.59,55240176
VIX,2026-02-25,19.3,36527407
VIX,2026-02-26,19.13,30690740
VIX,2026-02-27,19.0,31597971
VIX,2026-03-02,18.07,55520435
VIX,2026-03-03,18.41,41145978
VIX,2026-03-04,17.82,51184908
VIX,2026-03-05,17.31,88958785
VIX,2026-03-06,17.65,41852665
VIX,2026-03-09,16.45,17513427
VIX,2026-03-10,16.0,46710450
VIX,2026-03-11,17.1,37474171
VIX,2026-03-12,16.8,29491563
VIX,2026-03-13,16.45,25639289
VIX,2026-03-16,16.2,26116687
VIX,2026-03-17,16.9,45290608
VIX,2026-03-18,16.6,22779151
VIX,2026-03-19,16.2,30442100
VIX,2026-03-20,16.25,31658800
VIX,2026-03-23,15.35,37934000
VIX,2026-03-24,15.65,21913000
VIX,2026-03-25,16.2,30948400
VIX,2026-03-26,16.0,17744800
VIX,2026-03-27,16.75,38991900
VIX,2026-03-30,16.35,25131800
VIX,2026-03-31,16.65,27092000
VIX,2026-04-01,17.0,46206200
VIX,2026-04-02,16.6,27862700
VIX,2026-04-03,16.2,34839900
VIX,2026-04-06,15.85,37052200
VIX,2026-04-07,16.95,38743600
VIX,2026-04-08,18.1,75304700
VIX,2026-04-09,18.0,55459800
VIX,2026-04-10,18.05,41339400
VIX,2026-04-13,18.05,33383500
VIX,2026-04-14,18.15,32339900
VIX,2026-04-15,18.2,50125900
VIX,2026-04-16,17.8,43405900
VIX,2026-04-17,17.5,30422300
VIX,2026-04-20,17.4,42443200
VIX,2026-04-21,17.05,30362900
VIX,2026-04-22,17.05,21439300
VIX,2026-04-23,16.85,53326200
VIX,2026-04-24,16.6,17019900
VIX,2026-04-28,16.35,16127000
VIX,2026-04-29,16.7,15745500
VIX,2026-05-04,16.85,15282000
VIX,2026-05-05,16.45,14854800
VIX,2026-05-06,17.6,56148500
VIX,2026-05-07,17.7,56206300
VIX,2026-05-08,18.6,79495300
VIX,2026-05-11,19.35,104290200
VIX,2026-05-12,19.05,38021700
VIX,2026-05-13,18.8,67829200
VIX,2026-05-14,18.85,23964800
VIX,2026-05-15,18.75,31944500
VIX,2026-05-18,19.0,44228700
VIX,2026-05-19,19.25,62922000
VIX,2026-05-20,18.8,50873500
VIX,2026-05-21,19.1,36978900
VIX,2026-05-22,18.55,67503200
VIX,2026-05-25,18.55,20461700
VIX,2026-05-26,18.65,24638100
VIX,2026-05-27,18.35,27774200
VIX,2026-05-28,17.6,60299500
VIX,2026-05-29,17.7,49019800
VIX,2026-06-01,17.9,36602100
VIX,2026-06-02,17.4,30678000
VIX,2026-06-03,17.9,29458500
VIX,2026-06-04,17.9,23370300
VIX,2026-06-05,17.75,25959500
VIX,2026-06-08,16.85,55523600
VIX,2026-06-09,17.1,24269200
VIX,2026-06-10,17.05,21205400
VIX,2026-06-11,16.85,28072000
