ticker,period,period_type,field_name,value,unit,currency,source_category,source_name,source_url,fetch_time,confidence_raw,raw_label,raw_value,raw_period,parser_name,parse_status,notes
VCB,2025-Q4,quarter,equity,224558726000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:03:33+00:00,medium,owners_equity | OWNER'S EQUITY | VỐN CHỦ SỞ HỮU,224558726000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
VCB,2026-Q1,quarter,operating_cash_flow,35398194000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:03:33+00:00,medium,net_cash_from_operating_activities | Net cash from operating activities | Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,35398194000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CFO_SCHEMA_EXPLICITLY_MAPPED
VCB,2025-Q4,quarter,operating_cash_flow,9947262000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:03:33+00:00,medium,net_cash_from_operating_activities | Net cash from operating activities | Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,9947262000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CFO_SCHEMA_EXPLICITLY_MAPPED
BID,2026-Q1,quarter,net_profit,6878794000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,net_profit_loss_after_tax | Net profit/(loss) after tax | Lợi nhuận sau thuế,6878794000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2025-Q4,quarter,net_profit,11489771000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,net_profit_loss_after_tax | Net profit/(loss) after tax | Lợi nhuận sau thuế,11489771000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2026-Q1,quarter,revenue,42960159000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,interest_and_similar_income | Interest and Similar Income | Thu nhập lãi và các khoản thu nhập tương tự,42960159000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_REVENUE_SCHEMA_EXPLICITLY_MAPPED
BID,2025-Q4,quarter,revenue,43734897000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,interest_and_similar_income | Interest and Similar Income | Thu nhập lãi và các khoản thu nhập tương tự,43734897000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_REVENUE_SCHEMA_EXPLICITLY_MAPPED
BID,2026-Q1,quarter,cash,12065997000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,"cash_and_precious_metals | Cash and precious metals | Tiền mặt, vàng bạc, đá quý",12065997000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CASH_SCHEMA_EXPLICITLY_MAPPED
BID,2025-Q4,quarter,cash,13075066000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,"cash_and_precious_metals | Cash and precious metals | Tiền mặt, vàng bạc, đá quý",13075066000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CASH_SCHEMA_EXPLICITLY_MAPPED
BID,2026-Q1,quarter,total_assets,3388221517000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,total_assets | TOTAL ASSETS | TỔNG TÀI SẢN,3388221517000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2025-Q4,quarter,total_assets,3330825720000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,total_assets | TOTAL ASSETS | TỔNG TÀI SẢN,3330825720000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2026-Q1,quarter,total_liabilities,3197598357000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,total_liabilities | TOTAL LIABILITIES | TỔNG NỢ PHẢI TRẢ,3197598357000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2025-Q4,quarter,total_liabilities,3157272818000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,total_liabilities | TOTAL LIABILITIES | TỔNG NỢ PHẢI TRẢ,3157272818000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2026-Q1,quarter,equity,190623160000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,owners_equity | OWNER'S EQUITY | VỐN CHỦ SỞ HỮU,190623160000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2025-Q4,quarter,equity,173552902000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,owners_equity | OWNER'S EQUITY | VỐN CHỦ SỞ HỮU,173552902000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
BID,2026-Q1,quarter,operating_cash_flow,1179080000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,net_cash_from_operating_activities | Net cash from operating activities | Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,1179080000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CFO_SCHEMA_EXPLICITLY_MAPPED
BID,2025-Q4,quarter,operating_cash_flow,81100023000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:02+00:00,medium,net_cash_from_operating_activities | Net cash from operating activities | Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,81100023000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CFO_SCHEMA_EXPLICITLY_MAPPED
CTG,2026-Q1,quarter,net_profit,8960041000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:53+00:00,medium,net_profit_loss_after_tax | Net profit/(loss) after tax | Lợi nhuận sau thuế,8960041000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
CTG,2025-Q4,quarter,net_profit,11107411000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:53+00:00,medium,net_profit_loss_after_tax | Net profit/(loss) after tax | Lợi nhuận sau thuế,11107411000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
CTG,2026-Q1,quarter,revenue,41672522000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:04:53+00:00,medium,interest_and_similar_income | Interest and Similar Income | Thu nhập lãi và các khoản thu nhập tương tự,41672522000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_REVENUE_SCHEMA_EXPLICITLY_MAPPED
